直轴电感(Ld)曲线
Ld(Iq=0)
true
直轴电流Id[amp],直轴电感Ld[henry]
-3.227180004119873,0.07315122336149216
-3.1949081420898438,0.07315053045749664
-3.1626365184783936,0.07314981520175934
-3.1303646564483643,0.07314907014369965
-3.098092794418335,0.07314830273389816
-3.0658209323883057,0.07314750552177429
-3.0335493087768555,0.07314664870500565
-3.001277446746826,0.07314573228359222
-2.969005584716797,0.07314479351043701
-2.9367337226867676,0.07314382493495941
-2.9044620990753174,0.07314281165599823
-2.872190237045288,0.07314174622297287
-2.839918375015259,0.07314065098762512
-2.8076467514038086,0.073139488697052
-2.7753748893737793,0.07313831150531769
-2.74310302734375,0.0731370821595192
-2.7108311653137207,0.07313578575849533
-2.6785593032836914,0.07313443720340729
-2.646287679672241,0.07313305884599686
-2.614015817642212,0.07313161343336105
-2.5817439556121826,0.07313008606433868
-2.5494723320007324,0.07312851399183273
-2.517200469970703,0.0731268897652626
-2.484928607940674,0.07312522083520889
-2.4526567459106445,0.07312343269586563
-2.4203851222991943,0.073121577501297
-2.388113260269165,0.07311969995498657
-2.3558413982391357,0.07311772555112839
-2.3235697746276855,0.07311569154262543
-2.2912979125976562,0.07311349362134933
-2.259026050567627,0.07311123609542847
-2.2267541885375977,0.07310892641544342
-2.1944823265075684,0.07310653477907181
-2.162210702896118,0.07310404628515244
-2.129938840866089,0.07310142368078232
-2.0976672172546387,0.07309875637292862
-2.0653953552246094,0.07309596985578537
-2.03312349319458,0.07309295982122421
-2.000851631164551,0.07308977842330933
-1.968579888343811,0.07308650016784668
-1.9363080263137817,0.07308310270309448
-1.904036283493042,0.0730796605348587
-1.8717644214630127,0.07307608425617218
-1.839492678642273,0.07307233661413193
-1.8072208166122437,0.07306843996047974
-1.774949073791504,0.07306418567895889
-1.7426772117614746,0.07305977493524551
-1.7104054689407349,0.07305531948804855
-1.6781337261199951,0.07305056601762772
-1.6458618640899658,0.07304561883211136
-1.613590121269226,0.07304054498672485
-1.5813182592391968,0.07303517311811447
-1.549046516418457,0.07302962988615036
-1.5167746543884277,0.0730237141251564
-1.484502911567688,0.07301747053861618
-1.4522310495376587,0.0730111226439476
-1.419959306716919,0.07300455868244171
-1.3876874446868896,0.07299768179655075
-1.35541570186615,0.07299039512872696
-1.3231438398361206,0.07298266142606735
-1.2908720970153809,0.07297471910715103
-1.2586002349853516,0.0729665756225586
-1.2263283729553223,0.07295779883861542
-1.194056749343872,0.0729486420750618
-1.1617848873138428,0.07293933629989624
-1.1295130252838135,0.07292982190847397
-1.0972414016723633,0.07291977107524872
-1.064969539642334,0.0729086622595787
-1.0326976776123047,0.07289724051952362
-1.0004258155822754,0.0728856697678566
-0.9681541919708252,0.07287388294935226
-0.9358823299407959,0.0728614404797554
-0.9036104679107666,0.07284819334745407
-0.8713386058807373,0.0728343278169632
-0.8390669822692871,0.0728202536702156
-0.8067951202392578,0.0728059709072113
-0.7745232582092285,0.0727904886007309
-0.7422513961791992,0.07277459651231766
-0.709979772567749,0.07275804877281189
-0.6777079105377197,0.07274112105369568
-0.6454360485076904,0.07272373884916306
-0.6131644248962402,0.07270532846450806
-0.5808925628662109,0.07268665730953217
-0.5486207008361816,0.07266741245985031
-0.5163488388061523,0.0726475641131401
-0.48407721519470215,0.0726269781589508
-0.45180535316467285,0.07260545343160629
-0.41953349113464355,0.07258351892232895
-0.38726162910461426,0.07256115972995758
-0.35499000549316406,0.07253832370042801
-0.32271814346313477,0.07251457124948502
-0.29044628143310547,0.07249017059803009
-0.25817441940307617,0.07246527820825577
-0.22590279579162598,0.07244013249874115
-0.19363093376159668,0.07241446524858475
-0.16135907173156738,0.07238791882991791
-0.1290874481201172,0.07236059755086899
-0.09681558609008789,0.07233244180679321
-0.0645437240600586,0.0723036453127861
-0.0322718620300293,0.07227448374032974
-2.384185791015625e-7,0.07224451005458832
0.032271623611450195,0.07221414893865585
0.06454348564147949,0.0721832811832428
0.09681534767150879,0.07215148955583572
0.12908697128295898,0.07211924344301224
0.16135883331298828,0.072086401283741
0.19363069534301758,0.07205278426408768
0.22590255737304688,0.07201879471540451
0.25817418098449707,0.07198426127433777
0.29044604301452637,0.07194890081882477
0.32271790504455566,0.07191258668899536
0.35498976707458496,0.07187514007091522
0.38726139068603516,0.0718374252319336
0.41953325271606445,0.07179918885231018
0.45180511474609375,0.07176011800765991
0.48407673835754395,0.07172045111656189
0.5163486003875732,0.07167956233024597
0.5486204624176025,0.07163733243942261
0.5808923244476318,0.07159461826086044
0.613163948059082,0.07155146449804306
0.6454358100891113,0.07150748372077942
0.6777076721191406,0.07146292924880981
0.7099795341491699,0.0714169293642044
0.7422511577606201,0.07136893272399902
0.7745232582092285,0.07131951302289963
0.8067946434020996,0.07126956433057785
0.8390665054321289,0.07121891528367996
0.8713383674621582,0.07116702198982239
0.9036102294921875,0.07111351937055588
0.9358820915222168,0.07105904817581177
0.9681539535522461,0.07100369781255722
1.0004258155822754,0.0709470584988594
1.0326972007751465,0.07088974863290787
1.0649690628051758,0.07083205878734589
1.097240924835205,0.07077406346797943
1.1295127868652344,0.07071499526500702
1.1617846488952637,0.0706542581319809
1.194056510925293,0.0705917477607727
1.2263283729553223,0.070528544485569
1.2586002349853516,0.07046416401863098
1.2908716201782227,0.07039883732795715
1.323143482208252,0.07033278793096542
1.3554153442382812,0.07026650011539459
1.3876872062683105,0.0701993927359581
1.4199590682983398,0.07013167440891266
1.4522309303283691,0.07006290555000305
1.4845027923583984,0.06999265402555466
1.5167741775512695,0.06992195546627045
1.5490460395812988,0.06985008716583252
1.5813179016113281,0.06977681815624237
1.6135897636413574,0.06970305740833282
1.6458616256713867,0.06962914764881134
1.678133487701416,0.0695551335811615
1.7104053497314453,0.06948090344667435
1.7426772117614746,0.0694056823849678
1.7749485969543457,0.06932976841926575
1.807220458984375,0.06925329566001892
1.8394923210144043,0.06917642056941986
1.8717641830444336,0.06909916549921036
1.904036045074463,0.06902185827493668
1.9363079071044922,0.06894417852163315
1.9685797691345215,0.06886611878871918
2.0008511543273926,0.0687878355383873
2.033123016357422,0.06870907545089722
2.065394878387451,0.0686301440000534
2.0976667404174805,0.06855110824108124
2.1299386024475098,0.06847184151411057
2.162210464477539,0.06839243322610855
2.1944823265075684,0.0683126226067543
2.2267541885375977,0.06823209673166275
2.2590255737304688,0.0681510865688324
2.291297435760498,0.06806939840316772
2.3235692977905273,0.06798717379570007
2.3558411598205566,0.06790422648191452
2.388113021850586,0.06782078742980957
2.4203848838806152,0.06773699820041656
2.4526567459106445,0.06765314191579819
2.4849281311035156,0.0675693228840828
2.517199993133545,0.06748555600643158
2.549471855163574,0.06740179657936096
2.5817437171936035,0.06731784343719482
2.614015579223633,0.06723391264677048
2.646287441253662,0.06714994460344315
2.6785593032836914,0.06706587970256805
2.7108311653137207,0.06698185950517654
2.743102550506592,0.06689778715372086
2.775374412536621,0.0668136328458786
2.8076462745666504,0.06672951579093933
2.8399181365966797,0.06664545834064484
2.872189998626709,0.06656142324209213
2.9044618606567383,0.06647749245166779
2.9367337226867676,0.06639336049556732
2.9690051078796387,0.06630898267030716
3.001276969909668,0.06622453033924103
3.0335488319396973,0.06614004075527191
3.0658206939697266,0.06605564057826996
3.098092555999756,0.0659712702035904
3.130364418029785,0.0658869668841362
3.1626362800598145,0.06580249965190887
3.1949081420898438,0.06571786105632782
3.227179527282715,0.06563302129507065
